id,interval,previous_send_intervals_same_node,average_previous_send_intervals_same_node,previous_sender,malicious
13,647,60039,60006,11,1
14,42,60382,60006,13,1
12,191,59695,60006,14,1
3,1016,24601,59995,12,0
7,13409,29976,59986,3,0
8,4148,76321,59991,7,0
9,5112,62664,59992,8,0
4,9257,70945,59995,9,0
5,4845,57291,59994,4,0
6,4010,43632,59989,5,0
2,14080,98258,60001,6,0
10,133,109007,60016,2,0
11,3430,60320,60016,10,0
14,96,59727,60016,11,1
12,255,59791,60016,14,1
13,233,60257,60016,12,1
8,1463,42914,60011,13,0
5,4806,28506,60001,8,0
7,7577,59445,60001,5,0
4,4111,45039,59997,7,0
6,7793,43977,59992,4,0
3,4813,89571,60001,6,0
10,7274,41851,59995,3,0
2,4117,46101,59991,10,0
9,8090,86383,59999,2,0
11,9286,59914,59999,9,0
14,377,60195,59999,11,1
12,66,60006,59999,14,1
13,329,60102,59999,12,1
9,5668,15726,59986,13,0
8,1326,65633,59987,9,0
5,2525,63352,59988,8,0
4,1594,53258,59986,5,0
3,2512,43164,59981,4,0
10,21930,57820,59981,3,0
7,1728,83539,59988,10,0
6,1810,73445,59992,7,0
2,3830,61071,59992,6,0
11,15938,59633,59992,2,0
12,662,59852,59992,11,1
14,373,60291,59992,12,1
13,174,60070,59992,14,1
8,4900,57976,59991,13,0
9,6894,66196,59993,8,0
10,6105,42414,59988,9,0
2,9618,44664,59983,10,0
3,6921,80883,59990,2,0
4,5706,89101,59998,3,0
5,6625,97320,60010,4,0
6,5793,73539,60014,5,0
11,6206,59977,60014,6,0
7,203,81758,60020,11,0
12,302,59820,60020,7,1
14,59,59506,60020,12,1
13,332,59664,60020,14,1
6,656,7758,60004,13,0
8,4025,59445,60004,6,0
10,4687,51133,60001,8,0
7,9635,19696,59989,10,0
2,1232,52382,59987,7,0
9,3185,71290,59990,2,0
3,15580,64226,59992,9,0
5,4019,55914,59991,3,0
4,13532,76071,59995,5,0
7,2928,40476,59989,4,0
11,70,60445,59990,7,0
14,471,60352,59990,11,1
12,3,60414,59990,14,1
13,360,60383,59990,12,1
8,7837,63539,59991,13,0
2,5742,53727,59989,8,0
9,3964,54506,59988,2,0
3,5769,44695,59983,9,0
4,8520,35664,59976,3,0
5,9437,58633,59975,4,0
6,8606,109602,59990,5,0
10,4587,105477,60004,6,0
11,5243,60539,60004,10,0
13,22,59727,60004,11,1
12,46,60133,60004,13,1
14,184,60320,60004,12,1
8,1638,53758,60002,14,0
3,1508,39791,59996,8,0
10,4304,12945,59982,3,0
5,838,26976,59972,10,0
7,5015,74164,59977,5,0
2,514,60195,59977,7,0
9,5121,61352,59977,2,0
4,32320,79383,59983,9,0
6,5230,66570,59985,4,0
12,2805,59477,59984,6,1
11,213,59758,59984,12,0
14,408,59914,59984,11,1
13,51,60195,59984,14,1
6,687,4164,59968,13,0
4,11332,20726,59956,6,0
3,4168,73006,59960,4,0
9,2106,59320,59960,3,0
8,2982,79602,59966,9,0
5,15494,88446,59974,8,0
10,5755,95039,59985,5,0
2,8619,97291,59996,10,0
7,6078,103883,60008,2,0
11,1922,59602,60008,7,0
4,71,47195,60005,11,0
12,59,59945,60005,4,1
14,309,59633,60004,12,1
13,709,60291,60005,14,1
9,7916,49914,60002,13,0
5,5101,36539,59995,9,0
10,8474,39258,59989,5,0
6,4788,85883,59996,10,0
2,5079,40506,59990,6,0
7,8799,43227,59986,2,0
3,5591,89852,59994,7,0
8,7806,92570,60004,3,0
12,5467,60039,60004,8,1
14,246,59976,60004,12,1
11,155,60570,60004,14,0
13,84,59506,60004,11,1
9,1043,52633,60002,13,0
4,2665,64291,60003,9,0
7,4638,27695,59994,4,0
10,4741,51102,59991,7,0
5,3182,62758,59992,10,0
8,3943,26164,59982,5,0
2,18992,67352,59984,8,0
3,12858,65820,59986,2,0
6,3937,89226,59994,3,0
11,3081,59164,59994,6,0
12,693,60258,59994,11,1
14,434,60446,59994,12,1
13,144,60351,59994,14,1
4,2863,59506,59994,13,0
3,3262,14414,59981,4,0
2,2048,29320,59972,3,0
8,15571,63883,59973,2,0
7,3041,78790,59979,8,0
6,2559,33696,59971,7,0
5,3175,76601,59976,6,0
10,18287,98070,59987,5,0
9,2863,112977,60002,10,0
14,5726,59539,60002,9,1
12,128,60101,60002,14,1
11,89,60883,60002,12,0
9,502,6445,59987,11,0
13,207,60321,59987,9,1
4,8894,66352,59989,13,0
6,919,40790,59983,4,0
10,6336,25664,59973,6,0
7,10322,60007,59973,10,0
2,9295,87914,59981,7,0
8,6884,79227,59987,2,0
3,10287,107133,60001,8,0
5,831,81570,60007,3,0
11,4749,59226,60007,5,0
14,315,59758,60007,11,1
12,441,60071,60007,14,1
13,641,59914,60007,12,1
7,3408,36851,60000,13,0
2,3077,30633,59991,7,0
6,9421,66007,59993,2,0
10,9712,69383,59996,6,0
5,3408,35172,59989,10,0
9,9392,98539,60000,5,0
4,2882,92320,60009,9,0
8,9131,67695,60011,4,0
3,4069,61477,60012,8,0
12,4523,59664,60012,3,1
11,276,60696,60012,12,0
14,220,60601,60012,11,1
13,114,59633,60012,14,1
4,581,18914,60000,13,0
2,1247,54976,59999,4,0
5,12440,44875,59994,2,0
3,1544,20945,59983,5,0
6,11312,70851,59986,3,0
9,12419,60758,59986,6,0
7,1053,96821,59997,9,0
10,12115,86726,60005,7,0
8,877,62790,60005,10,0
11,5868,59790,60005,8,0
14,0,59570,60005,11,1
12,317,60383,60005,14,1
13,203,59976,60005,12,1
4,2238,61633,60006,13,0
8,3381,12007,59992,4,0
5,4900,56227,59991,8,0
9,3650,34602,59984,5,0
2,129,72446,59987,9,0
6,3671,50821,59985,2,0
10,3962,29196,59976,6,0
7,4103,45414,59972,10,0
3,28841,99039,59983,7,0
11,4611,60006,59983,3,0
12,37,59726,59983,11,1
14,122,60165,59983,12,1
13,801,60446,59983,14,1
9,1293,47570,59979,13,0
2,13098,60539,59980,9,0
5,4377,68695,59982,2,0
3,6919,31258,59974,5,0
6,3250,71414,59977,3,0
4,6832,93977,59987,6,0
7,3952,74133,59991,4,0
10,4054,82290,59997,7,0
8,6249,104851,60010,10,0
11,8868,59852,60010,8,0
14,189,59882,60010,11,1
12,191,60195,60010,14,1
13,267,59539,60010,12,1
7,4658,24476,60000,13,0
3,591,39101,59994,7,0
10,4494,25507,59984,3,0
2,3867,58758,59984,10,0
9,5308,77164,59989,2,0
5,102,59791,59988,9,0
4,8655,51445,59986,5,0
6,13855,72132,59989,4,0
8,13776,64821,59991,6,0
11,3867,59820,59991,8,0
13,584,59757,59991,11,1
14,12,60227,59991,13,1
12,255,60291,59991,14,1
8,696,5414,59975,12,0
4,22494,55539,59974,8,0
3,106,78071,59979,4,0
6,4687,46477,59975,3,0
7,596,83945,59982,6,0
9,5198,74883,59986,7,0
10,293,84351,59993,9,0
2,16117,96601,60004,10,0
5,5815,97006,60014,2,0
14,3438,59695,60014,5,1
12,66,59506,60014,14,1
11,57,60414,60014,12,0
13,772,60602,60014,11,1
9,11668,38226,60008,13,0
10,387,38320,60002,9,0
7,2228,46039,59998,10,0
4,2330,53758,59996,7,0
5,906,21852,59985,4,0
2,1904,29571,59977,5,0
8,23071,102133,59989,2,0
6,3099,77945,59994,8,0
3,3032,85664,60001,6,0
14,10271,59791,60001,3,1
11,465,60133,60001,14,0
12,162,60352,60001,11,1
13,47,59570,60001,12,1
9,2794,50696,59998,13,0
4,1850,47601,59995,9,0
7,4327,54258,59993,4,0
2,2046,51164,59991,7,0
10,2382,60914,59991,2,0
5,2370,57820,59990,10,0
3,6669,33383,59983,5,0
8,28962,68476,59985,3,0
6,6662,72039,59989,8,0
11,1206,59477,59989,6,0
14,64,60006,59989,11,1
13,832,60164,59989,14,1
12,109,60320,59989,13,1
4,28942,84571,59996,12,0
8,2130,39945,59990,4,0
3,5819,74726,59994,8,0
7,1909,90102,60003,3,0
2,4826,92882,60012,7,0
6,2421,48258,60009,2,0
10,2712,95633,60018,6,0
5,5151,98414,60029,10,0
9,2401,113790,60044,5,0
14,2600,59852,60044,9,1
11,29,59945,60044,14,0
13,834,59883,60044,11,1
12,140,59914,60044,13,1
5,1129,7133,60029,12,0
9,2274,7006,60015,5,0
8,5794,38039,60008,9,0
4,29995,70164,60011,8,0
3,6980,69195,60014,4,0
7,1784,69070,60016,3,0
2,3983,68227,60019,7,0
6,2296,68102,60021,2,0
10,2587,67977,60023,6,0
11,2243,60039,60023,10,0
12,568,59633,60023,11,1
14,184,60820,60023,12,1
13,270,60227,60023,14,1
2,547,8695,60009,13,0
6,4671,11070,59995,2,0
3,3158,22291,59985,6,0
10,1804,13445,59972,3,0
8,13188,74258,59976,10,0
5,3150,85476,59983,8,0
9,4650,87852,59991,5,0
7,13365,56664,59990,9,0
4,2455,67883,59992,7,0
14,12156,59414,59992,4,1
11,92,60258,59992,14,0
12,287,59977,59992,11,1
13,172,59695,59992,12,1
6,187,54664,59990,13,0
3,2000,53506,59989,6,0
8,7588,46102,59985,3,0
5,1994,44946,59981,8,0
10,8255,69539,59983,5,0
7,1197,36383,59977,10,0
9,10072,59820,59977,7,0
2,9350,99791,59988,9,0
4,9876,63226,59989,2,0
14,9063,60133,59989,4,1
11,61,60102,59989,14,0
13,148,59791,59989,11,1
12,482,60445,59989,13,1
9,7434,36414,59982,12,0
5,3101,59039,59982,9,0
8,12037,73070,59985,5,0
4,3370,35696,59979,8,0
7,12733,77727,59984,4,0
3,3591,100352,59995,7,0
10,9243,91758,60004,3,0
6,2788,114383,60019,10,0
2,3079,77006,60023,6,0
11,2064,60070,60023,2,0
13,84,60006,60023,11,1
12,15,59539,60023,13,1
14,246,60476,60023,12,1
4,947,34790,60016,14,0
5,5061,55258,60015,4,0
8,9443,52664,60013,5,0
9,5331,73133,60017,8,0
2,2661,25852,60007,9,0
3,5358,46320,60003,2,0
6,9437,43726,59999,3,0
7,4847,64195,60000,6,0
10,10241,61602,60001,7,0
11,5993,59664,60000,10,0
12,193,59758,60000,11,1
13,78,59851,60000,12,1
8,244,44383,59996,13,0
14,112,59946,59996,8,1
10,3950,10570,59982,14,0
7,8479,29290,59974,10,0
9,3884,55477,59973,7,0
6,8175,46196,59969,9,0
3,9281,64914,59970,6,0
5,3394,91101,59979,3,0
2,8154,81820,59985,5,0
4,3690,108006,59998,2,0
11,10749,60383,59998,4,0
14,283,60039,59998,11,1
12,128,60601,59998,14,1
13,298,60821,59999,12,1
7,471,48507,59995,13,0
3,466,27633,59987,7,0
8,8213,69727,59989,3,0
2,14116,38414,59983,8,0
6,47,59290,59983,2,0
10,336,80164,59989,6,0
4,13745,48852,59986,10,0
5,9374,70070,59988,4,0
9,25,90945,59997,5,0
14,12039,59258,59997,9,1
11,185,59726,59997,14,0
12,256,59571,59996,11,1
13,141,59414,59996,12,1
8,5931,56195,59995,13,0
7,10477,75351,59999,8,0
3,9092,83977,60006,7,0
6,906,62507,60007,3,0
2,8579,71133,60010,6,0
5,2034,49665,60007,2,0
10,9099,81883,60013,5,0
4,682,68820,60015,10,0
9,9618,69039,60018,4,0
14,3101,60101,60018,9,1
11,280,60196,60018,14,0
12,224,60164,60018,11,1
13,110,60133,60018,12,1
5,2268,25382,60008,13,0
7,11328,57321,60008,5,0
10,5615,33226,60000,7,0
6,4413,57351,60000,10,0
2,4704,53476,59998,6,0
8,6760,89290,60006,2,0
4,4993,53414,60004,8,0
3,10731,85445,60011,4,0
9,6731,61258,60011,3,0
11,1413,59290,60011,9,0
14,500,60070,60011,11,1
12,317,59883,60011,14,1
3,578,9539,59997,12,0
13,125,60476,59998,3,1
5,8519,66727,59999,13,0
7,8515,63914,60000,5,0
8,2085,44507,59996,7,0
10,9312,69696,59999,8,0
4,5307,54133,59997,10,0
6,8731,79321,60002,4,0
9,11700,57102,60002,6,0
2,2629,88946,60010,9,0
8,1672,39351,60004,2,0
11,516,60506,60004,8,0
12,537,60226,60004,11,1
14,122,60665,60004,12,1
13,301,59946,60004,14,1
4,2269,28477,59996,13,0
9,4024,12070,59983,4,0
5,3475,61195,59983,9,0
10,3507,44790,59979,5,0
6,3162,33914,59972,10,0
2,3454,23039,59962,6,0
7,3830,66633,59964,2,0
3,3966,87758,59971,7,0
14,31394,59382,59971,3,1
12,191,59695,59971,14,1
11,120,60352,59971,12,0
13,647,60039,59971,11,1
6,1030,44632,59967,13,0
2,10080,51258,59965,6,0
7,23548,70976,59968,2,0
8,5148,101321,59979,7,0
3,5443,77601,59984,8,0
9,669,99664,59994,3,0
4,4257,107945,60007,9,0
10,1067,98006,60017,4,0
5,4778,106291,60030,10,0
11,2653,59320,60030,5,0
14,96,59727,60029,11,1
12,255,59791,60029,14,1
13,233,59257,60029,12,1
2,2954,51101,60027,13,0
4,6003,18039,60016,2,0
5,1312,13506,60003,4,0
7,5577,40445,59998,5,0
8,617,35914,59991,7,0
10,6374,30852,59984,8,0
3,13726,50571,59981,10,0
6,6187,100977,59992,3,0
9,7294,63383,59993,6,0
11,9286,59914,59993,9,0
14,377,60195,59993,11,1
12,66,60006,59993,14,1
13,329,60102,59993,12,1
7,283,44539,59989,13,0
5,14236,64352,59990,7,0
6,6574,38445,59984,5,0
10,4462,62820,59985,6,0
3,3070,52164,59983,10,0
4,6488,86258,59990,3,0
8,3881,82633,59996,4,0
9,7674,56726,59995,8,0
2,2254,106070,60007,9,0
12,10601,59852,60007,2,1
11,338,60633,60008,12,0
14,35,60291,60008,11,1
13,174,60070,60008,14,1
6,11562,50539,60005,13,0
3,2876,45883,60001,6,0
8,3462,38976,59996,3,0
7,13071,90758,60004,8,0
4,2173,58101,60004,7,0
9,4650,51196,60001,4,0
5,14975,98320,60011,9,0
2,1748,65665,60013,5,0
10,2382,91414,60021,2,0
14,2433,59506,60021,10,1
11,436,59977,60021,14,0
12,505,60820,60021,11,1
13,391,60664,60021,12,1
3,3000,49226,60019,13,0
6,8656,60758,60019,3,0
9,9764,44290,60015,6,0
4,4131,53071,60013,9,0
7,9358,64602,60014,4,0
2,4326,45382,60010,7,0
10,5133,48133,60007,2,0
5,4651,56914,60006,10,0
8,8662,100445,60017,5,0
11,868,59445,60017,8,0
14,471,60352,60017,11,1
12,3,59414,60017,14,1
13,360,59383,60016,12,1
8,22837,24539,60007,13,0
7,6259,53570,60005,8,0
6,5779,82602,60011,7,0
10,4587,54477,60010,6,0
5,1807,51633,60008,10,0
9,4274,83506,60014,5,0
4,1289,80664,60019,9,0
3,6480,109695,60032,4,0
2,5267,78727,60037,3,0
11,1126,60539,60037,2,0
13,22,59727,60037,11,1
12,46,60133,60037,13,1
2,1,1195,60022,12,0
14,183,60320,60022,2,1
9,3938,18352,60011,14,0
6,2550,31570,60004,9,0
3,3658,16791,59992,6,0
10,3304,33945,59985,3,0
7,2892,47203,59982,10,0
4,2916,32383,59975,7,0
8,6380,62758,59975,4,0
5,31650,75976,59980,8,0
11,2218,59758,59980,5,0
6,146,53164,59978,11,0
14,262,59914,59978,6,1
13,51,60195,59978,14,1
12,328,60477,59978,13,1
8,1947,36602,59972,12,0
10,3249,52039,59970,8,0
3,6663,62006,59970,10,0
5,2582,17446,59959,3,0
7,2452,60844,59959,5,0
9,3072,76320,59964,7,0
2,33850,114291,59978,9,0
4,2876,97726,59988,2,0
11,2124,59602,59988,4,0
14,439,59633,59988,11,1
12,691,59945,59988,14,1
13,17,60290,59988,12,1
7,5158,48227,59985,13,0
4,3766,12195,59972,7,0
8,6631,73570,59976,4,0
2,3804,25506,59967,8,0
6,6921,86883,59974,2,0
10,7212,88258,59981,6,0
5,14526,93539,59990,10,0
9,6899,94914,59999,5,0
3,3832,106852,60011,9,0
14,519,59976,60011,3,1
11,155,60570,60011,14,0
13,84,59507,60011,11,1
12,515,60039,60011,13,1
7,1831,56695,60010,12,0
10,7741,36102,60004,7,0
8,5125,59164,60004,10,0
2,12992,68352,60006,8,0
5,8065,47758,60003,2,0
3,5793,42820,59998,5,0
6,6937,82226,60004,3,0
4,5709,105291,60016,6,0
9,2335,61633,60016,4,0
12,2730,59258,60016,9,1
11,307,60164,60016,12,0
14,127,60446,60016,11,1
13,144,60351,60016,14,1
6,3344,14696,60005,13,0
10,5462,59070,60004,6,0
5,8713,41601,60000,10,0
9,5150,25977,59991,5,0
4,8194,36506,59985,9,0
8,4881,80883,59990,4,0
3,9381,63414,59991,8,0
7,4660,107790,60003,3,0
2,8388,90320,60011,7,0
14,1222,59539,60011,2,1
12,128,60101,60011,14,1
11,89,59883,60011,12,0
5,477,42570,60007,11,0
13,232,60321,60007,5,1
6,813,57790,60006,13,0
10,2336,54664,60005,6,0
2,23617,28914,59997,10,0
3,2171,44133,59993,2,0
7,1534,41007,59988,3,0
8,1179,56227,59987,7,0
9,2143,71445,59990,8,0
4,24101,87352,59997,9,0
12,1379,60071,59997,4,1
11,244,60226,59997,12,0
14,315,60758,59997,11,1
13,82,59914,59997,14,1
2,22485,55633,59996,13,0
4,4815,29320,59988,2,0
6,4606,91007,59996,4,0
8,4525,64695,59997,6,0
3,3069,70477,60000,8,0
10,2118,98383,60010,3,0
5,2401,104165,60021,10,0
7,4389,77851,60026,5,0
9,5010,79539,60031,7,0
11,5881,59696,60031,9,0
14,220,59601,60030,11,1
13,114,59633,60030,14,1
12,390,60664,60031,13,1
2,6438,43976,60026,12,0
4,753,39914,60021,2,0
9,19962,33758,60014,4,0
6,12581,67851,60017,9,0
8,464,63790,60017,6,0
10,1123,59726,60017,8,0
3,12101,73945,60021,10,0
5,456,69882,60024,3,0
7,328,65821,60025,5,0
11,4860,59790,60025,7,0
14,0,59570,60025,11,1
12,317,59383,60025,14,1
13,203,59976,60025,12,1
8,1619,21007,60015,13,0
2,6679,61446,60015,8,0
9,2871,43602,60011,2,0
3,6706,24039,60002,9,0
10,2056,38196,59996,3,0
4,6307,78633,60001,10,0
5,9281,41227,59996,4,0
6,8450,63821,59997,5,0
7,9065,58414,59997,6,0
8,6436,57851,59996,7,0
11,16,60006,59996,8,0
12,37,59726,59996,11,1
14,122,60165,59996,12,1
13,801,60446,59996,14,1
9,3293,52570,59994,13,0
2,2098,57539,59994,9,0
10,1384,47290,59990,2,0
3,2912,52258,59988,10,0
4,3082,46977,59985,3,0
5,3999,41695,59980,4,0
6,3169,36414,59974,5,0
7,35784,63133,59975,6,0
11,3171,59852,59975,7,0
14,189,59882,59975,11,1
12,191,60195,59975,14,1
13,267,59539,59975,12,1
3,2249,52101,59973,13,0
4,11426,60445,59973,3,0
7,7983,25476,59964,4,0
5,4362,68791,59967,7,0
8,7286,93821,59975,5,0
6,4224,77132,59980,8,0
9,8388,102164,59990,6,0
2,3692,103758,60001,9,0
10,8132,110506,60014,2,0
11,1431,59820,60014,10,0
14,596,60227,60014,11,1
12,255,60291,60014,14,1
13,858,60882,60015,12,1
9,8919,23883,60005,13,0
8,9919,46414,60002,9,0
5,306,54006,60000,8,0
4,10188,76539,60005,5,0
7,389,68945,60007,4,0
6,10404,63477,60008,7,0
3,313,99071,60018,6,0
2,9891,61601,60018,3,0
10,7883,61352,60018,2,0
14,370,59695,60018,10,1
12,66,59506,60018,14,1
11,57,60414,60018,12,0
13,772,59477,60018,11,1
4,4613,34758,60012,13,0
3,3012,26664,60003,4,0
2,1798,18571,59993,3,0
10,4632,15320,59982,2,0
7,11228,55039,59980,10,0
6,2310,46945,59977,7,0
5,2926,70852,59980,6,0
9,18149,99226,59990,5,0
8,1826,91133,59998,9,0
11,8867,60133,59998,8,0
12,162,60352,59998,11,1
13,47,59570,59998,12,1
14,326,60791,59998,13,1
8,74,9476,59985,14,0
7,571,35258,59979,8,0
5,4798,34820,59972,7,0
3,4669,62383,59973,5,0
9,18356,39696,59968,3,0
6,4268,65039,59969,9,0
4,4582,92601,59977,6,0
2,4373,92164,59986,4,0
10,14382,101914,59996,2,0
11,2869,59477,59996,10,0
13,896,60164,59996,11,1
12,109,60320,59996,13,1
14,59,60006,59996,12,1
10,700,4633,59982,14,0
2,6867,25882,59974,10,0
7,174,67102,59975,2,0
4,7142,37571,59970,7,0
8,10130,84945,59976,4,0
5,7838,87414,59983,8,0
9,10401,74790,59987,5,0
6,6736,77258,59991,9,0
3,7844,107726,60003,6,0
11,1049,59945,60003,3,0
13,834,59883,60003,11,1
14,137,59852,60003,13,1
12,3,59914,60003,14,1
7,1956,54070,60001,12,0
10,3866,64977,60003,7,0
8,6375,47039,59999,10,0
6,7038,29102,59992,8,0
4,6957,71164,59994,6,0
2,6747,85227,60001,4,0
5,4190,64133,60002,2,0
3,7043,46195,59998,5,0
9,11231,72006,60001,3,0
11,3662,60039,60001,9,0
6,240,40070,59996,11,0
12,328,59633,59996,6,1
14,184,59820,59996,12,1
13,270,60227,59996,14,1
3,3376,19291,59986,13,0
8,3992,55258,59985,3,0
5,4150,34476,59979,8,0
2,3029,41695,59974,5,0
10,1633,70445,59977,2,0
7,3353,77664,59981,10,0
4,3455,56883,59980,7,0
9,5180,32852,59974,4,0
14,30976,59414,59973,9,1
11,92,60258,59973,14,0
12,287,59977,59973,11,1
13,172,59695,59973,12,1
7,17221,57383,59973,13,0
9,72,48820,59970,7,0
5,476,65946,59971,9,0
3,418,74506,59975,5,0
8,12588,83102,59981,3,0
10,249,74539,59984,8,0
6,163,91664,59992,10,0
4,332,68226,59994,6,0
2,124,76791,59999,4,0
14,27939,60133,59999,2,1
11,61,60102,59999,14,0
7,305,42727,59994,11,0
12,325,60445,59994,7,1
13,518,60791,59995,12,1
6,1779,31383,59988,13,0
4,1644,32695,59981,6,0
3,3325,49352,59978,4,0
10,20243,56758,59977,3,0
8,1063,58070,59977,10,0
5,4963,76039,59981,8,0
2,3841,66006,59982,5,0
9,21058,101414,59993,2,0
11,1006,60070,59993,9,0
12,99,59539,59992,11,1
14,246,60476,59993,12,1
13,739,60006,59993,14,1
3,2062,55320,59991,13,0
7,2284,65195,59993,3,0
8,9366,45664,59989,7,0
5,3557,44258,59985,8,0
6,9230,84726,59991,5,0
10,3088,62602,59992,6,0
4,9621,95791,60001,10,0
2,12496,74852,60005,4,0
9,339,54133,60003,2,0
11,6537,59664,60003,9,0
14,627,59946,60003,11,1
12,566,60758,60003,14,1
13,78,59851,60003,12,1
4,8363,29006,59996,13,0
9,4306,20477,59986,4,0
2,6004,26820,59978,9,0
7,4112,78290,59982,2,0
5,10734,76101,59986,7,0
10,3787,67570,59988,5,0
3,6819,101914,59998,10,0
8,3119,93383,60006,3,0
6,10600,91196,60014,8,0
11,1268,60383,60014,6,0
14,283,60039,60014,11,1
12,128,59601,60014,14,1
13,298,59821,60014,12,1
5,4768,31070,60007,13,0
3,8169,28633,59999,5,0
10,1712,37164,59994,3,0
2,3617,59414,59994,10,0
8,3884,34727,59987,2,0
6,8163,32290,59981,8,0
4,8081,89852,59988,6,0
9,10399,95945,59997,4,0
7,7678,93507,60005,9,0
11,2546,59726,60005,7,0
12,256,59571,60005,11,1
13,141,59414,60005,12,1
14,418,60258,60005,13,1
6,1988,31507,59998,14,0
3,4094,52977,59996,6,0
10,3618,54883,59995,3,0
7,3290,16351,59984,10,0
5,10611,78665,59989,7,0
2,2966,68133,59991,5,0
9,4433,42039,59986,2,0
4,13382,65820,59988,9,0
8,7131,89195,59995,4,0
11,7868,60196,59995,8,0
12,224,60164,59995,11,1
13,110,60133,59995,12,1
14,386,60101,59995,13,1
10,3825,54226,59993,14,0
8,5877,18290,59983,10,0
6,6536,74351,59987,8,0
5,1644,54382,59985,6,0
3,6544,78445,59990,5,0
9,12731,66258,59991,3,0
7,6053,90321,59999,9,0
4,7485,66414,60000,7,0
2,6247,90476,60008,4,0
14,2128,59070,60008,2,1
12,317,59883,60008,14,1
11,183,60290,60008,12,0
13,520,60476,60008,11,1
9,3169,26102,60000,13,0
3,7706,46539,59996,9,0
7,5159,32914,59990,3,0
10,10397,82696,59995,7,0
5,3088,71727,59998,10,0
4,4219,43133,59994,5,0
8,5381,89507,60001,4,0
2,7679,49946,59999,8,0
6,5671,96321,60007,2,0
2,6368,12039,59996,6,0
11,149,59506,59996,2,0
12,537,60226,59996,11,1
14,122,60665,59996,12,1
13,301,59946,59996,14,1
5,7768,38195,59991,13,0
6,3669,18914,59981,5,0
7,4284,59633,59981,6,0
3,15966,80758,59986,7,0
4,3582,61477,59986,3,0
8,12255,68351,59988,4,0
9,4769,109070,60000,8,0
10,3982,89790,60007,9,0
14,2806,59382,60007,10,1
12,191,59695,60007,14,1
10,9,3006,59993,12,0
11,111,60352,59993,10,0
13,647,60039,59993,11,1
8,1806,14321,59982,13,0
3,20443,50601,59980,8,0
6,10781,81632,59985,3,0
4,3145,60945,59985,6,0
2,2935,100258,59995,4,0
9,5808,52664,59993,2,0
7,2740,91976,60001,9,0
5,3362,103291,60011,7,0
11,8653,60320,60012,5,0
14,96,60727,60012,11,1
12,255,60791,60012,14,1
13,233,60257,60012,12,1
4,2957,27039,60004,13,0
3,6606,47571,60001,4,0
2,5391,36101,59995,3,0
10,11883,87852,60002,2,0
9,6207,48383,59999,10,0
8,5419,96914,60008,9,0
7,6383,57445,60007,8,0
6,5904,77977,60012,7,0
5,6519,66506,60013,6,0
14,1438,59195,60013,5,1
11,623,59914,60013,14,0
12,443,60006,60013,11,1
13,329,60102,60013,12,1
6,2093,11445,60001,13,0
3,16532,69164,60004,6,0
2,3297,67070,60005,3,0
8,72,43633,60001,2,0
7,4289,41539,59997,8,0
5,12236,41352,59993,7,0
4,3594,99258,60002,5,0
10,442,75820,60006,4,0
9,4113,73726,60009,10,0
11,12193,59633,60009,9,0
14,35,60291,60009,11,1
13,174,59070,60009,14,1
12,453,59852,60009,13,1
9,3341,16196,59998,12,0
10,8105,28414,59991,9,0
7,3072,47758,59988,10,0
8,7929,59976,59988,7,0
5,3869,47320,59985,8,0
2,2748,66665,59986,5,0
6,5045,91539,59994,2,0
3,3876,78883,59998,6,0
4,7706,63101,59999,3,0
11,13624,59977,59999,4,0
12,505,59820,59999,11,1
14,59,60506,59999,12,1
13,332,60664,59999,14,1
10,4368,53133,59998,13,0
6,3288,33758,59991,10,0
2,3579,42382,59987,6,0
8,8446,57445,59987,2,0
4,3870,38071,59981,8,0
9,4869,85290,59987,4,0
5,3599,65914,59989,9,0
7,11890,89602,59996,5,0
3,4091,70226,59998,7,0
14,11020,59352,59998,3,1
12,3,59414,59998,14,1
13,360,59383,59998,12,1
11,166,60445,59998,13,0
2,3413,51727,59996,11,0
4,2253,41664,59992,2,0
10,10630,71477,59994,4,0
7,10634,42570,59990,10,0
9,2447,60506,59990,7,0
6,10332,91602,59998,9,0
8,1962,81539,60003,6,0
3,9475,62695,60004,8,0
5,1957,80633,60009,3,0
11,6436,59539,60008,5,0
12,68,60133,60008,11,1
14,184,60320,60009,12,1
13,770,60727,60009,14,1
8,868,19758,59999,13,0
2,12179,70195,60002,8,0
6,2671,36570,59996,2,0
7,6815,56164,59995,6,0
5,14985,44976,59992,7,0
9,2650,71352,59994,5,0
10,6512,90945,60002,9,0
3,5696,61791,60002,10,0
4,6112,113383,60015,3,0
11,248,59758,60015,4,0
14,408,59914,60015,11,1
13,51,59195,60014,14,1
12,328,60477,60014,13,1
8,2947,61602,60015,12,0
10,1249,17039,60005,8,0
2,619,51291,60003,10,0
3,15044,27006,59995,2,0
5,582,42446,59991,3,0
4,13250,34726,59985,5,0
6,668,78164,59989,4,0
7,14534,85883,59995,6,0
9,1072,69320,59997,7,0
14,9289,59633,59997,9,1
11,561,60602,59997,14,0
12,130,59945,59997,11,1
13,17,60290,59997,12,1
3,3749,43852,59994,13,0
8,1806,62570,59994,3,0
6,4725,35883,59989,8,0
4,4644,41195,59984,6,0
9,2993,27914,59977,4,0
7,4241,33227,59970,9,0
10,7334,85258,59976,7,0
2,21867,106506,59987,10,0
5,7659,98539,59996,2,0
14,250,59976,59996,5,1
11,155,59570,59996,14,0
